ability_id,original_ability,side,supply_occurrences,supply_file_count,demand_occurrences,demand_record_count,supply_evidence_sample,demand_evidence_sample,demand_job_sample
173,可持续发展与工程伦理意识,supply,2,2,0,0,能够理解并正确评价专业工程实践活动对生态环境、社会可持续发展的影响，履行环境保护的社会责任 | 能将大工程观及可持续发展的理念贯穿于能源动力领域产品设计制造、运行调试及其自动化的工程实践中，理解工程伦理并遵守职业道德。,,
174,团队协作与终身学习能力,supply,2,2,0,0,毕业要求9个人和团队、12终身学习，培养团队协作意识和自主学习能力。 | 毕业要求8：具备一定的人文素养、社会责任感和团队合作精神；具有自主学习和终身学习的意识。,,
175,团队合作与组织管理能力,supply,2,2,0,0,具有良好的团队合作能力。能够与团队成员和谐相处，协作共事，并作为成员或领导者在团队活动中发挥积极作用。 | 培养目标5强调团队合作精神和一定的组织管理能力；毕业要求8具有团队合作能力。,,
176,团队合作与项目管理能力,supply,2,2,0,0,具有良好的团队合作能力，能够在本专业或跨学科团队活动中承担个体、团队成员以及负责人的角色，与团队成员有效沟通，协作共事 | 毕业要求：具备良好的团队合作精神、协调能力与责任意识，能够在多学科背景的团队中承担角色,,
177,固体废物处理与处置能力,supply,2,2,0,0,通过固体废物处理与处置课程及课程设计，培养固废处理与资源化能力。 | 核心课程固体废物处理与处置，配套课程设计；培养方案中强调掌握固体废物处理与处置专业技能。,,
178,国际化视野与交流能力,supply,2,2,0,0,设置国际化模块和第四课堂，与16所世界一流涉海院校合作，与英国南安普顿大学‘2+2’联合培养，本科生出国交流率达100%。 | 具有宽广国际视野，积极参与国际事务和国际竞争；与阿德莱德大学合作办学，课程体系引进外方课程，要求国际化教育学分。,,
179,国际海运物流管理能力,demand,0,0,2,2,,负责公司进出口原材料、机电设备货物的全流程物流规划，包括海运、空运、陆运 | 负责中国主要口岸到印尼项目现场生产建设物资的全程物流管理，包括需求承接、编制发运计划、租船订舱、目的港清关陆运；负责公司船期管理，参与航线规划,国际物流经理 | 海运物流经理
180,国际物流全程管理能力,demand,0,0,2,2,,协助做好中国主要口岸到印尼项目现场的生产建设物资的全程物流管理，包括需求承接、编制发运计划、港前操作、租船订舱、目的港清关陆运,应往届大连海事、上海海事毕业生（物流、租船方向）
181,国际视野与学术交流能力,supply,2,2,0,0,国际视野和国际交流能力：了解国际动态，关注全球性问题。课程包括海洋科学前沿（全英文）。 | 通过专业课程讲授专业前沿、国际联合办学、国内外学术会议交流讲座等，培养国际视野和交流能力。,,
182,声呐系统研发能力,demand,0,0,2,2,,负责声呐技术研究、实现与性能分析。参与软硬件开发与系统集成，包括模拟和数字电路设计、软件开发、系统调试与测试等工作。 | 负责声呐技术研究、实现与性能分析；参与软硬件开发与系统集成；8年以上工作经验，5年以上声呐设备研发工作经验,声呐资深专家
183,复杂工程问题解决能力,supply,2,2,0,0,能够理解和分析与本专业相关的复杂工程问题，并在相关领域的研究、设计、开发与管理工作中，熟练应用科学、技术及工程基础知识。 | 能够运用数学、自然科学、工程基础、专业基础和专业知识，解决复杂计算机工程问题；能够设计针对复杂计算机工程问题的解决方案。,,
184,多学科团队协作与沟通能力,supply,2,2,0,0,能够正确认识和处理个人与团队的关系，在多学科背景下的团队中承担个体、团队成员以及负责人的角色，具备良好的人际沟通及交往能力。 | 具有团队意识和协作精神，能够在多学科背景下的团队中承担成员以及负责人的角色；能够通过报告、设计文稿等就复杂环境工程问题有效沟通。,,
185,嵌入式系统开发与设计能力,supply,2,1,0,0,必修实践环节：嵌入式系统开发与设计，1学分。 | 开设嵌入式系统基础、嵌入式系统课程设计、嵌入式系统开发与设计等课程，强调软硬件协同设计与实践。,,
186,工程与社会影响评估能力,supply,2,2,0,0,毕业要求6：能够基于自动化工程相关背景知识，评价专业工程实践和复杂工程问题解决方案对社会、健康、安全、法律及文化的影响。 | 能够基于工程相关背景知识进行合理分析，评价专业工程实践和复杂工程问题解决方案对社会、健康、安全、法律以及文化的影响，并理解应承担的责任。,,
187,工程制图与机械设计能力,supply,2,2,0,0,核心课程包括工程制图、机械设计基础及课程设计，培养工程设计表达与机械设计能力。 | 通过工程制图（1）（2）、机械设计基础及课程设计，具备机械设计与制图能力。,,
188,工程基础与机械设计能力,supply,2,2,0,0,理论力学、材料力学、机械原理、机械设计等学科基础课程，以及工程制图、计算机辅助设计。 | 工程力学概论、机械设计基础、画法几何及机械制图、金工实习等课程，支撑工程基础与机械设计能力,,
189,工程实践与实习能力,supply,2,2,0,0,必修实践包括金工实习、认识实习、生产实习、毕业实习、机电综合训练等，旨在培养学生创造性解决实际问题的能力。 | 金工实习（4周/4学分）；认识实习（2周/2学分）；毕业实习（1周/1学分）；电工电子实习（1周/1学分）。,,
190,工程测量与地质勘察能力,supply,2,2,0,0,必修课包括工程测量、工程地质，实践环节有测量实习、工程地质实习。 | 开设工程测量B、工程地质等课程，并设有工程测量实习B和工程地质实习，具备测量和地质勘察的基本能力。,,
191,工程知识与问题分析能力,supply,2,2,0,0,毕业要求明确指出：具备用于解决复杂工程问题的数学、自然科学、工程基础和专业知识及其运用能力。 | 毕业要求1-2：具备将数学、自然科学、工程基础和专业知识应用于航海技术领域复杂工程问题的能力。,,
192,工程管理能力,supply,2,2,0,0,系统掌握工程管理专业基本理论、基本知识和专业知识，能够在土木、水利、交通、城建等部门从事工程项目前期策划决策、项目建造与管理等工作。 | 毕业要求11-1、11-2：理解并掌握工程管理原理与经济决策方法；课程包括工程项目管理。,,
193,工程职业道德与规范履行能力,supply,2,2,0,0,毕业要求8：具有人文社会科学素养、社会责任感，能够在自动化工程实践中理解并遵守工程职业道德和规范。 | 毕业要求8：具有人文社会科学素养、社会责任感，能够在轮机工程实践中理解并遵守工程职业道德和规范，履行责任。,,
194,工程设计与制图能力,supply,2,2,0,0,课程包括机械制图、机械设计基础，毕业生需具备图样表达和机械设计能力。 | 核心课程包括画法几何与机械制图、机械原理、机械设计及相应课程设计，培养学生工程设计、制图及综合设计能力。,,
195,工程问题分析与建模能力,supply,2,2,0,0,能运用数学、自然科学和工程科学的基础理论与方法，通过文献研究、现场调查等手段识别、表达和分析复杂工程问题；能够针对具体问题建立数学模型并求解。 | 能够应用数学、自然科学、工程科学和专业知识的基本原理，识别、表达、分析船海工程和交通运输工程领域的复杂工程问题,,
196,工程问题分析与研究能力,supply,2,2,0,0,毕业要求2：应用数学、自然科学和工程原理，识别、表达、分析复杂工程问题。毕业要求4：基于科学原理对复杂工程问题进行研究，包括设计与实验、分析与解释数据。 | 能够应用数学、自然科学和工程科学基本原理，识别、表达和分析复杂工程问题，并进行实验研究，获得有效结论。,,
197,工程问题分析与解决能力,supply,2,2,0,0,能表现出作者具备综合运用科学技术理论、方法和手段解决工程实际问题的能力 | 能够应用数学、物理、计算机等自然科学和工程科学原理，识别、表达、分析声学领域复杂工程问题，设计解决方案。,,
198,批判性思维与创新能力,supply,2,2,0,0,具有批判性思维和创新能力，能够基于药学相关背景知识，对药学及相关领域的复杂现象和问题进行发现、辨析、质疑和合理分析。 | 具有批判性思维和创新能力。能够发现、辨析、质疑、评价海洋生物专业及相关领域现象和问题，表达个人见解。,,
