side,source_file,source_index,job_title,occupation_name,ability,canonical_competency,coding_status,merge_rationale,evidence
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋资源与环境专业.pdf.txt,,,,实验与实践操作能力,科研实验创新实践能力,confirmed,科研、实验、创新实践和学习发展合并,具有较强的实验和实践能力，能够从事海洋资源与环境调查和科学考察工作；包括大学化学实验、分析化学实验、生物化学实验等。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋资源与环境专业.pdf.txt,,,,海洋资源与环境前沿探索能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,了解海洋资源与环境前沿知识，具备创新研究能力，课程包括海洋资源与环境前沿。
supply,不含海但有相关专业的院校_南京信息工程大学（2024）_海洋资源与环境专业.pdf.txt,,,,海洋遥感与地理信息技术应用能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,掌握海洋遥感实习、海洋遥感课程，能够应用遥感技术进行海洋资源与环境监测。
supply,不含海但有相关专业的院校_南方科技大学（2020）_海洋科学专业.pdf.txt,,,,海洋科学基础知识综合应用能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,掌握数学、物理学、化学、生物学、地质学、地球物理学和海洋科学方面的基本理论和基本知识，掌握海洋科学特定领域专门化系统知识。
supply,不含海但有相关专业的院校_南方科技大学（2020）_海洋科学专业.pdf.txt,,,,海洋调查观测能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,掌握海洋调查、观测和分析研究的基本方法，掌握开展海洋科学特定领域工作的一般方法和专门技术；实践环节包括地质实习、海上实习。
supply,不含海但有相关专业的院校_南方科技大学（2020）_海洋科学专业.pdf.txt,,,,海洋科学研究能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,具有从事海洋常规调查研究和从事海洋科学特定领域专门工作的基本能力；具有设计实验方案，利用观测、模拟、实验、分析等方法进行研究的能力。
supply,不含海但有相关专业的院校_南方科技大学（2020）_海洋科学专业.pdf.txt,,,,海洋科学实验设计实践能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,具有一定的设计实验方案，创造实验条件，利用观测、模拟、实验、分析等方法进行海洋科学研究的能力；实践课程包括地质实习、海上实习、科研创新项目等。
supply,不含海但有相关专业的院校_南方科技大学（2020）_海洋科学专业.pdf.txt,,,,海洋地球科学分析能力,海洋地质地球物理能力,confirmed,海洋地质、地球物理和地球科学合并,核心课程包括海洋地质学、海洋地球物理学、普通地质学、地球历史；选修课有海洋地球动力学前沿、古地磁学等。
supply,不含海但有相关专业的院校_南方科技大学（2020）_海洋科学专业.pdf.txt,,,,物理海洋学与数值模拟能力,物理海洋气象分析能力,confirmed,物理海洋、气象和数值分析合并,核心课程包括物理海洋学；选修课包括海洋环流数值模拟、卫星海洋学、工程流体力学等。
supply,不含海但有相关专业的院校_南方科技大学（2020）_海洋科学专业.pdf.txt,,,,化学海洋学与海水分析能力,海洋材料化学与生物医药能力,confirmed,海洋材料、化学和生物医药合并,核心课程包括化学海洋学；选修课包括海水分析化学、海水分析化学实验、环境化学等。
supply,不含海但有相关专业的院校_南方科技大学（2020）_海洋科学专业.pdf.txt,,,,海洋生物学与微生物学能力,海洋生物生态保育能力,confirmed,海洋生物、生态和保育合并,核心课程包括海洋生物学、微生物海洋学；选修课包括海洋环境生物学实验、海洋微生物学实验等。
supply,不含海但有相关专业的院校_南方科技大学（2020）_海洋科学专业.pdf.txt,,,,海洋工程与技术基础能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,选修课程包括海洋工程前沿、海洋技术基础、海洋工程水动力学、海洋工程材料等。
supply,不含海但有相关专业的院校_南方科技大学（2020）_海洋科学专业.pdf.txt,,,,数据分析与计算能力,数字化工具与软件应用能力,confirmed,通用信息技术、软件和数字工具合并,课程包括计算海洋学基础、计算方法、MATLAB工程应用、信号分析与数据处理等。
supply,不含海但有相关专业的院校_南方科技大学（2020）_海洋科学专业.pdf.txt,,,,学术交流与国际视野,团队沟通国际化能力,confirmed,团队沟通、外语和国际化合并,培养具有国际视野的高素质科技专门人才；了解海洋科学特定领域的重大学术问题、前沿学术成果和国际学术研究动向；能够科学规范地撰写学术论文、参与学术交流活动。
supply,不含海但有相关专业的院校_同济大学（2017）_海洋技术专业.pdf.txt,,,,海洋探测与信息技术能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,专业目前设海洋探测与信息技术方向，以海底科学和技术相结合为培养特色，掌握海洋探测技术、3S技术、海洋环境要素计算与预报等知识。
supply,不含海但有相关专业的院校_同济大学（2017）_海洋技术专业.pdf.txt,,,,地球信息科学与技术应用能力,低频跨域专业综合能力,tentative,低频长尾按跨域专业综合归并,以3S技术为手段对地球信息综合，掌握遥感、地理信息系统和全球定位系统理论与技术，具备地球信息科学与技术专业基础。
supply,不含海但有相关专业的院校_同济大学（2017）_海洋技术专业.pdf.txt,,,,海洋资源调查与开发能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,系统掌握海洋资源调查及地球信息科学与技术专业的基础理论和专业知识，必修海洋学、3S导论、海洋资源调查、海洋环境预报等课程。
supply,不含海但有相关专业的院校_同济大学（2017）_海洋技术专业.pdf.txt,,,,海洋工程技术能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,掌握海洋工程技术相关原理和知识，必修流体力学、自动控制原理、数值模拟导论、电工学等课程。
supply,不含海但有相关专业的院校_同济大学（2017）_海洋技术专业.pdf.txt,,,,海洋数据处理与分析能力,海洋信息智能数据能力,confirmed,海洋信息、数据、智能和仪器技术合并,必修数据仓库与数据挖掘、计算方法及其应用、Fortran与Matlab编程等课程，培养海洋数据采集、处理与分析能力。
supply,不含海但有相关专业的院校_同济大学（2017）_海洋技术专业.pdf.txt,,,,海洋环境预报能力,海洋环境监测评价治理能力,confirmed,海洋环境监测、评价与治理合并,必修海洋环境要素计算与预报、海洋遥感、物理海洋学等课程，具备海洋环境预报能力。
supply,不含海但有相关专业的院校_同济大学（2017）_海洋技术专业.pdf.txt,,,,海洋调查与观测能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,必修海洋调查方法、海洋探测技术、测量实习、综合实习等课程与实践，掌握现场数据采集方案设计、数据获取及评价方法。
supply,不含海但有相关专业的院校_同济大学（2017）_海洋技术专业.pdf.txt,,,,海洋声学技术能力,水声声学与海洋通信技术能力,confirmed,水声、声学与涉海通信合并,必修海洋声学课程，掌握声学探测原理及在海洋技术中的应用。
supply,不含海但有相关专业的院校_同济大学（2017）_海洋技术专业.pdf.txt,,,,GIS设计与应用能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,必修GIS设计与应用、3S导论，学习地理信息系统设计与开发，能够进行空间数据处理与分析。
supply,不含海但有相关专业的院校_同济大学（2017）_海洋技术专业.pdf.txt,,,,遥感技术应用能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,必修海洋遥感、3S导论，掌握遥感数据处理与应用技术。
supply,不含海但有相关专业的院校_同济大学（2017）_海洋技术专业.pdf.txt,,,,海洋地球物理探测能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,选修海洋地球物理课程，跨学科掌握地球物理探测方法在海洋中的应用。
supply,不含海但有相关专业的院校_同济大学（2017）_海洋技术专业.pdf.txt,,,,计算机编程与应用能力,数字化工具与软件应用能力,confirmed,通用信息技术、软件和数字工具合并,必修C/C++程序设计、数据库技术与应用、计算机软件开发技术，选修Java编程、Fortran与Matlab编程，具备软件开发能力。
